Volume,Budget,Year,Credit_limit,Product_type,Legalstatus,Payment_type
98.77,171.24,2022,1500,Diesel,Limited_Company,Direct_Debit
76.56,110.29,2022,600,Diesel,Limited_Company,Direct_Debit
46.03,71.53,2022,2400,Diesel,Sole_Trader,Direct_Debit
70.45,109.72,2022,500,Diesel,Limited_Company,Direct_Debit
91.67,135.82,2022,1800,Diesel,Sole_Trader,Direct_Debit
47.61,70.18,2022,500,Diesel,Limited_Company,Direct_Debit
35.82,53.86,2022,3500,Diesel,Limited_Company,Direct_Debit
46.92,72.57,2022,1500,Diesel,Sole_Trader,Direct_Debit
64.27,97.96,2022,3750,Diesel,Limited_Company,Direct_Debit
79.36,146.52,2022,1500,Diesel,Sole_Trader,Direct_Debit
130.79,257.75,2022,1200,Diesel,Sole_Trader,Direct_Debit
43.56,61.64,2022,1000,Petrol,Limited_Company,Direct_Debit
47.25,67.65,2022,400,Diesel,Limited_Company,Direct_Debit
43.05,62.53,2022,550,Diesel,Sole_Trader,Direct_Debit
97.49,141.58,2022,3000,Petrol,Limited_Company,Direct_Debit
66.94,97.24,2022,800,Diesel,Sole_Trader,Direct_Debit
54.98,79.17,2022,1000,Diesel,Limited_Company,Direct_Debit
92.99,158.87,2022,1000,Petrol,Limited_Company,Direct_Debit
76.37,115.59,2022,500,Petrol,Sole_Trader,Direct_Debit
68.3,102.39,2022,500,Diesel,Sole_Trader,Direct_Debit
72.24,107.45,2022,400,Diesel,Sole_Trader,Direct_Debit
50.54,98.81,2022,500,Diesel,Sole_Trader,Direct_Debit
123.91,187.54,2022,1800,Diesel,Limited_Company,Direct_Debit
58.62,84.1,2022,1000,Diesel,Limited_Company,Direct_Debit
195.3,293.68,2022,4000,Diesel,Limited_Company,Direct_Debit
32.28,48.69,2022,1000,Diesel,Sole_Trader,Direct_Debit
358.2,520.38,2022,4000,Diesel,Limited_Company,Direct_Debit
27.21,39.12,2022,1500,Diesel,Limited_Company,Direct_Debit
45.14,68.32,2022,500,Diesel,Sole_Trader,Direct_Debit
101.6,148.76,2022,1700,Diesel,Sole_Trader,Direct_Debit
93.53,136.85,2022,1000,Diesel,Limited_Company,Direct_Debit
44.99,65.13,2022,750,Diesel,Limited_Company,Direct_Debit
38.71,58.36,2022,1000,Diesel,Limited_Company,Direct_Debit
74.4,109.86,2022,750,Petrol,Limited_Company,Direct_Debit
59.38,86.26,2022,600,Diesel,Limited_Company,Direct_Debit
112.91,162.16,2022,2500,Diesel,Limited_Company,Direct_Debit
156.49,229.7,2022,3000,Diesel,Limited_Company,Direct_Debit
293.08,419.89,2022,2500,Diesel,Limited_Company,Direct_Debit
150.9,232.22,2022,3000,Diesel,Limited_Company,Direct_Debit
27.65,39.59,2022,500,Diesel,Limited_Company,Direct_Debit
167.87,323.53,2022,3750,Diesel,Limited_Company,Direct_Debit
98.3,148.72,2022,1500,Diesel,Limited_Company,Direct_Debit
71.58,103.64,2022,4000,Diesel,Limited_Company,Direct_Debit
85.12,123.65,2022,800,Diesel,Sole_Trader,Direct_Debit
238.36,347.35,2022,4000,Diesel,Sole_Trader,Direct_Debit
64.81,98.09,2022,400,Diesel,Limited_Company,Direct_Debit
78.29,112.1,2022,550,Diesel,Limited_Company,Direct_Debit
266.28,401.67,2022,4000,Diesel,Limited_Company,Direct_Debit
57.59,82.46,2022,1500,Diesel,Limited_Company,Direct_Debit
53.68,77.98,2022,500,Diesel,Sole_Trader,Direct_Debit
56.47,85.6,2022,400,Diesel,Sole_Trader,Direct_Debit
61.71,88.58,2022,800,Diesel,Limited_Company,Direct_Debit
46.54,65.85,2022,500,Petrol,Limited_Company,Direct_Debit
49.57,71.76,2022,1000,Diesel,Limited_Company,Direct_Debit
133.15,191.81,2022,2250,Diesel,Limited_Company,Direct_Debit
57.22,81.64,2022,500,Diesel,Limited_Company,Direct_Debit
104.27,152.24,2022,2000,Diesel,Limited_Company,Direct_Debit
217.5,313.33,2022,2800,Diesel,Limited_Company,Direct_Debit
51.78,78.93,2022,1250,Diesel,Limited_Company,Direct_Debit
53.44,76.99,2022,1000,Diesel,Limited_Company,Direct_Debit
82.3,118.06,2022,1400,Diesel,Sole_Trader,Direct_Debit
37.33,53.45,2022,600,Diesel,Sole_Trader,Direct_Debit
61.01,88.82,2022,1000,Diesel,Limited_Company,Direct_Debit
125.65,184.99,2022,2000,Diesel,Limited_Company,Direct_Debit
64.06,92.73,2022,500,Diesel,Sole_Trader,Direct_Debit
44.35,66.35,2022,3000,Diesel,Sole_Trader,Direct_Debit
43.27,61.99,2022,1400,Diesel,Sole_Trader,Direct_Debit
1,50,2022,2500,Diesel,Limited_Company,Direct_Debit
160.25,234.23,2022,1500,Diesel,Limited_Company,Direct_Debit
27.67,39.86,2022,850,Diesel,Limited_Company,Direct_Debit
26.89,38.74,2022,1000,Diesel,Limited_Company,Direct_Debit
129.86,188.63,2022,2000,Diesel,Limited_Company,Direct_Debit
57.15,82.29,2022,400,Diesel,Sole_Trader,Direct_Debit
54,78.17,2022,750,Diesel,Sole_Trader,Direct_Debit
747.35,1072.15,2022,2250,Diesel,Sole_Trader,Direct_Debit
33.85,49.46,2022,1400,Diesel,Limited_Company,Direct_Debit
54.58,78.63,2022,400,Diesel,Limited_Company,Direct_Debit
112.92,179,2022,2000,Diesel,Limited_Company,Direct_Debit
200.48,304.22,2022,2000,Diesel,Limited_Company,Direct_Debit
48.18,69.99,2022,400,Diesel,Sole_Trader,Direct_Debit
59.78,86.12,2022,500,Diesel,Sole_Trader,Direct_Debit
38.79,58.8,2022,1000,Diesel,Limited_Company,Direct_Debit
72.66,111.96,2022,800,Diesel,Limited_Company,Direct_Debit
75.16,138.19,2022,2000,Diesel,Limited_Company,Direct_Debit
52.25,75.27,2022,400,Diesel,Sole_Trader,Direct_Debit
63.23,95.13,2022,4000,Diesel,Limited_Company,Direct_Debit
81.86,118.13,2022,3000,Diesel,Limited_Company,Direct_Debit
50.96,73.41,2022,750,Diesel,Limited_Company,Direct_Debit
11.17,15.91,2022,500,Diesel,Sole_Trader,Direct_Debit
53.79,77.49,2022,450,Diesel,Limited_Company,Direct_Debit
45.52,66.12,2022,1000,Diesel,Limited_Company,Direct_Debit
162.17,247.18,2022,2000,Diesel,Sole_Trader,Direct_Debit
11.45,16.2,2022,500,Petrol,Limited_Company,Direct_Debit
146.39,221.57,2022,2000,Diesel,Limited_Company,Direct_Debit
46.17,74.73,2022,1000,Petrol,Sole_Trader,Direct_Debit
134.28,196.57,2022,800,Diesel,Sole_Trader,Direct_Debit
38.66,59.09,2022,500,Diesel,Sole_Trader,Direct_Debit
91.95,136.85,2022,1200,Diesel,Sole_Trader,Direct_Debit
181,263.46,2022,1500,Diesel,Limited_Company,Direct_Debit
99.89,142.53,2022,1500,Diesel,Sole_Trader,Direct_Debit
137.73,198.42,2022,1500,Diesel,Sole_Trader,Direct_Debit
124,180.8,2022,1900,Diesel,Sole_Trader,Direct_Debit
28.76,41.68,2022,500,Diesel,Sole_Trader,Direct_Debit
62.72,95.08,2022,750,Petrol,Limited_Company,Direct_Debit
64.18,93.23,2022,500,Diesel,Limited_Company,Direct_Debit
49.03,70.14,2022,2500,Diesel,Limited_Company,Direct_Debit
59.86,86.95,2022,400,Diesel,Sole_Trader,Direct_Debit
20.01,29.07,2022,500,Diesel,Sole_Trader,Direct_Debit
26.93,39.14,2022,1000,Diesel,Sole_Trader,Direct_Debit
40.68,59.09,2022,800,Diesel,Sole_Trader,Direct_Debit
144.71,210.59,2022,2000,Diesel,Sole_Trader,Direct_Debit
40.13,57.69,2022,400,Diesel,Limited_Company,Direct_Debit
223.46,319.46,2022,2000,Diesel,Limited_Company,Direct_Debit
38.63,55.65,2022,1000,Diesel,Limited_Company,Direct_Debit
137.37,202.74,2022,1800,Diesel,Sole_Trader,Direct_Debit
128.93,185.36,2022,3500,Diesel,Limited_Company,Direct_Debit
34.39,49.95,2022,2000,Diesel,Limited_Company,Direct_Debit
68.9,98.71,2022,1000,Diesel,Limited_Company,Direct_Debit
92.59,136.47,2022,800,Diesel,Limited_Company,Direct_Debit
192.44,300.51,2022,3300,Diesel,Limited_Company,Direct_Debit
94.94,140.9,2022,1800,Diesel,Limited_Company,Direct_Debit
22.19,31.79,2022,500,Petrol,Sole_Trader,Direct_Debit
32.88,50.12,2022,750,Diesel,Sole_Trader,Direct_Debit
42.59,61.87,2022,400,Diesel,Limited_Company,Direct_Debit
25.42,44.05,2022,2000,Diesel,Limited_Company,Direct_Debit
99.74,143.24,2022,1000,Diesel,Sole_Trader,Direct_Debit
103.28,147.97,2022,4000,Diesel,Sole_Trader,Direct_Debit
32.11,48.6,2022,1000,Diesel,Limited_Company,Direct_Debit
13.31,19.65,2022,1750,Petrol,Limited_Company,Direct_Debit
228.56,327.1,2022,2500,Diesel,Limited_Company,Direct_Debit
26.61,40.27,2022,1000,Diesel,Limited_Company,Direct_Debit
124.23,180.58,2022,1200,Diesel,Limited_Company,Direct_Debit
74.88,113.33,2022,800,Diesel,Sole_Trader,Direct_Debit
89.08,132.07,2022,1000,Diesel,Limited_Company,Direct_Debit
151.84,222.77,2022,3000,Petrol,Limited_Company,Direct_Debit
101.71,147.74,2022,1500,Diesel,Sole_Trader,Direct_Debit
39.1,56.02,2022,1400,Diesel,Limited_Company,Direct_Debit
29.43,43.46,2022,1000,Diesel,Limited_Company,Direct_Debit
65.87,102.44,2022,1500,Diesel,Limited_Company,Direct_Debit
49.92,74.84,2022,750,Diesel,Sole_Trader,Direct_Debit
57.68,87.3,2022,400,Diesel,Sole_Trader,Direct_Debit
89.83,136.47,2022,1000,Diesel,Sole_Trader,Direct_Debit
170.05,247.01,2022,4000,Diesel,Sole_Trader,Direct_Debit
64.3,98,2022,600,Diesel,Sole_Trader,Direct_Debit
73.68,108.13,2022,1000,Diesel,Limited_Company,Direct_Debit
99.75,144.4,2022,800,Diesel,Sole_Trader,Direct_Debit
423.43,631.93,2022,750,Diesel,Limited_Company,Direct_Debit
26.75,38.54,2022,400,Diesel,Limited_Company,Direct_Debit
151.8,218.69,2022,3000,Diesel,Limited_Company,Direct_Debit
65.57,139.05,2022,1200,Diesel,Limited_Company,Direct_Debit
120.23,173.2,2022,2250,Diesel,Sole_Trader,Direct_Debit
536,790.21,2022,2500,Diesel,Limited_Company,Direct_Debit
249.39,354.03,2022,2500,Diesel,Sole_Trader,Direct_Debit
119.39,173.23,2022,2250,Diesel,Limited_Company,Direct_Debit
70.75,101.72,2022,1000,Diesel,Sole_Trader,Direct_Debit
79.06,113.27,2022,500,Diesel,Limited_Company,Direct_Debit
117.37,170.39,2022,3000,Diesel,Sole_Trader,Direct_Debit
32.29,46.49,2022,600,Diesel,Sole_Trader,Direct_Debit
179.24,267.81,2022,4500,Diesel,Limited_Company,Direct_Debit
35.19,50.49,2022,400,Diesel,Sole_Trader,Direct_Debit
290.33,437.22,2022,4200,Diesel,Sole_Trader,Direct_Debit
273.5,428.72,2022,4000,Diesel,Limited_Company,Direct_Debit
200.07,287.32,2022,1250,Diesel,Limited_Company,Direct_Debit
76.43,111.1,2022,500,Petrol,Limited_Company,Direct_Debit
272.88,398.59,2022,3000,Diesel,Limited_Company,Direct_Debit
45.28,70.27,2022,1500,Diesel,Sole_Trader,Direct_Debit
21.78,31.77,2022,500,Petrol,Sole_Trader,Direct_Debit
60.09,96.22,2022,1500,Diesel,Limited_Company,Direct_Debit
83.75,125.05,2022,1200,Diesel,Limited_Company,Direct_Debit
1078.92,1539.4,2022,4000,Diesel,Limited_Company,Direct_Debit
21.4,30.83,2022,600,Diesel,Sole_Trader,Direct_Debit
42.58,64.44,2022,400,Diesel,Limited_Company,Direct_Debit
45.73,68.25,2022,400,Diesel,Limited_Company,Direct_Debit
78.91,114.62,2022,600,Diesel,Limited_Company,Direct_Debit
80.69,116.24,2022,1500,Diesel,Sole_Trader,Direct_Debit
120.72,189.64,2022,1000,Diesel,Limited_Company,Direct_Debit
308.97,444.2,2022,2000,Diesel,Limited_Company,Direct_Debit
54.85,78.26,2022,1000,Diesel,Limited_Company,Direct_Debit
54.18,78.7,2022,1000,Diesel,Sole_Trader,Direct_Debit
21.65,31.45,2022,800,Diesel,Sole_Trader,Direct_Debit
53.5,77.71,2022,600,Diesel,Sole_Trader,Direct_Debit
56.79,87.5,2022,1000,Petrol,Limited_Company,Direct_Debit
53.1,76.49,2022,800,Diesel,Sole_Trader,Direct_Debit
43.81,63.64,2022,500,Diesel,Sole_Trader,Direct_Debit
63.08,92.01,2022,1750,Diesel,Limited_Company,Direct_Debit
150,214.37,2022,2000,Diesel,Sole_Trader,Direct_Debit
147.45,228.27,2022,3000,Diesel,Limited_Company,Direct_Debit
134.87,193.9,2022,800,Diesel,Sole_Trader,Direct_Debit
130.84,194.11,2022,4500,Diesel,Sole_Trader,Direct_Debit
64.45,92.66,2022,1000,Diesel,Limited_Company,Direct_Debit
105.83,164.93,2022,2800,Diesel,Sole_Trader,Direct_Debit
64.22,91.95,2022,400,Diesel,Sole_Trader,Direct_Debit
22.38,32.4,2022,500,Diesel,Sole_Trader,Direct_Debit
53.26,78.91,2022,1000,Diesel,Limited_Company,Direct_Debit
85.21,124.08,2022,3000,Diesel,Limited_Company,Direct_Debit
59.03,86.42,2022,1000,Petrol,Sole_Trader,Direct_Debit
135.7,242.42,2022,1500,Diesel,Limited_Company,Direct_Debit
52.66,75.71,2022,1200,Diesel,Limited_Company,Direct_Debit
48.41,75,2013,400,Diesel,Sole_Trader,Direct_Debit
46.96,69.94,2013,500,Diesel,Limited_Company,Direct_Debit
39.67,63.75,2013,500,Petrol,Limited_Company,Direct_Debit
10.65,16.34,2013,1600,Diesel,Limited_Company,Direct_Debit
63.42,93.52,2013,1600,Petrol,Limited_Company,Direct_Debit
75.58,122.97,2013,2000,Diesel,Limited_Company,Direct_Debit
36.69,60.31,2013,500,Diesel,Limited_Company,Direct_Debit
137.31,219.51,2013,2000,Diesel,Limited_Company,Direct_Debit
87.59,138.59,2014,2600,Petrol,Limited_Company,Direct_Debit
106.2,170.09,2014,1000,Diesel,Limited_Company,Direct_Debit
35.35,53.28,2014,500,Diesel,Limited_Company,Direct_Debit
64.71,112.25,2014,4000,Diesel,Limited_Company,Direct_Debit
81.56,127.92,2014,3800,Diesel,Limited_Company,Direct_Debit
130.23,196.25,2014,4800,Petrol,Limited_Company,Direct_Debit
27.49,52.08,2014,500,Diesel,Limited_Company,Direct_Debit
98.2,157.27,2014,1200,Diesel,Limited_Company,Direct_Debit
76.15,121.14,2014,3000,Diesel,Limited_Company,Direct_Debit
175.9,274.82,2014,1500,Diesel,Limited_Company,Direct_Debit
75.09,139.66,2014,500,Petrol,Limited_Company,Direct_Debit
46.42,75.14,2014,500,Diesel,Limited_Company,Direct_Debit
104.43,191.79,2014,1800,Diesel,Limited_Company,Direct_Debit
140.62,243.43,2014,4800,Diesel,Limited_Company,Direct_Debit
168.33,266.31,2014,2000,Diesel,Limited_Company,Direct_Debit
78.9,114.45,2014,2000,Diesel,Limited_Company,Direct_Debit
40.83,58.33,2014,1500,Diesel,Sole_Trader,Direct_Debit
69.65,116.69,2017,500,Diesel,Limited_Company,Direct_Debit
30.95,46.92,2014,500,Petrol,Limited_Company,Direct_Debit
122.73,183.7,2014,2000,Diesel,Limited_Company,Direct_Debit
63.38,97.13,2014,1000,Petrol,Limited_Company,Direct_Debit
58.79,92.09,2014,500,Diesel,Limited_Company,Direct_Debit
197.38,305.73,2014,3000,Diesel,Sole_Trader,Direct_Debit
50.85,75.33,2014,500,Diesel,Limited_Company,Direct_Debit
18.91,29.29,2014,950,Diesel,Limited_Company,Direct_Debit
61.1,96.19,2014,2000,Diesel,Limited_Company,Direct_Debit
72.83,112.35,2014,2100,Petrol,Limited_Company,Direct_Debit
18,26.76,2014,500,Diesel,Limited_Company,Direct_Debit
55.62,88.75,2014,1500,Petrol,Limited_Company,Direct_Debit
93.7,148.65,2014,1000,Diesel,Partnership,Direct_Debit
8.44,13.72,2014,2400,Petrol,Sole_Trader,Direct_Debit
61.83,91.17,2014,3500,Diesel,Limited_Company,Direct_Debit
472.8,683.01,2014,2000,Diesel,Limited_Company,Direct_Debit
86.89,136.14,2015,2000,Diesel,Limited_Company,Direct_Debit
199.39,317.05,2017,4000,Diesel,Limited_Company,Cheque
45.73,68.17,2015,1200,Diesel,Limited_Company,Direct_Debit
47.98,77.62,2015,1200,Petrol,Partnership,Direct_Debit
10.56,14.95,2015,3700,Diesel,Limited_Company,Direct_Debit
59.4,117.33,2015,400,Diesel,Sole_Trader,Direct_Debit
37.46,59.55,2015,500,Diesel,Limited_Company,Direct_Debit
30.03,43.27,2015,400,Petrol,Sole_Trader,Direct_Debit
59.67,93.49,2015,500,Diesel,Limited_Company,Direct_Debit
96.41,175.02,2015,3000,Diesel,Limited_Company,Direct_Debit
117.42,208.75,2015,3600,Diesel,Limited_Company,Direct_Debit
112.92,209.07,2015,1500,Petrol,Limited_Company,Direct_Debit
54.02,98.06,2015,400,Petrol,Limited_Company,Direct_Debit
98.1,151.36,2015,3400,Diesel,Limited_Company,Direct_Debit
47.78,72.38,2015,500,Diesel,Limited_Company,Direct_Debit
38.89,55.79,2015,1000,Diesel,Sole_Trader,Direct_Debit
83.21,150.61,2015,400,Diesel,Limited_Company,Direct_Debit
73.25,119.97,2015,2400,Diesel,Limited_Company,Direct_Debit
16.45,28.91,2015,500,Diesel,Limited_Company,Direct_Debit
82.01,126.35,2015,400,Petrol,Sole_Trader,Direct_Debit
64.76,99.78,2015,2000,Diesel,Limited_Company,Direct_Debit
61.59,93.09,2015,500,Diesel,Limited_Company,Direct_Debit
60.94,92.88,2015,1000,Diesel,Limited_Company,Direct_Debit
57.1,87.12,2015,1200,Petrol,Limited_Company,Direct_Debit
66.91,102.54,2015,1700,Diesel,Limited_Company,Direct_Debit
96.03,149.2,2015,1000,Diesel,Partnership,Direct_Debit
80.94,134.44,2015,500,Diesel,Limited_Company,Direct_Debit
88.34,132.53,2015,1200,Diesel,Limited_Company,Direct_Debit
304.69,533.48,2015,3600,Diesel,Sole_Trader,Direct_Debit
71.11,109.56,2015,450,Diesel,Sole_Trader,Direct_Debit
107.82,184.48,2015,2000,Diesel,Sole_Trader,Direct_Debit
116.56,180.31,2015,1000,Diesel,Sole_Trader,Direct_Debit
48.68,81.09,2015,1000,Diesel,Limited_Company,Direct_Debit
34.65,53.61,2015,4000,Diesel,Limited_Company,Direct_Debit
48.5,83.61,2015,3000,Diesel,Limited_Company,Direct_Debit
16.09,25.06,2015,400,Petrol,Limited_Company,Direct_Debit
143.64,246.68,2015,3600,Diesel,Limited_Company,Direct_Debit
11.64,17.05,2015,1000,Petrol,Limited_Company,Direct_Debit
151.72,265.31,2015,2250,Diesel,Limited_Company,Direct_Debit
64.3,113.06,2015,1250,Diesel,Limited_Company,Direct_Debit
39.03,74.63,2015,550,Diesel,Limited_Company,Direct_Debit
143.54,226.5,2015,1500,Diesel,Limited_Company,Direct_Debit
116.7,178.8,2015,1000,Diesel,Sole_Trader,Direct_Debit
25.16,39.79,2015,500,Diesel,Limited_Company,Direct_Debit
156.23,234.65,2015,3000,Diesel,Limited_Company,Direct_Debit
57.56,83.61,2015,1250,Diesel,Sole_Trader,Direct_Debit
69.78,104.17,2015,1000,Diesel,Limited_Company,Direct_Debit
754.13,1140.1,2015,2000,Diesel,Limited_Company,Direct_Debit
215.59,366.5,2015,4400,Diesel,Limited_Company,Direct_Debit
54.06,85.94,2015,800,Diesel,Limited_Company,Direct_Debit
51.32,123.01,2015,3600,Diesel,Limited_Company,Direct_Debit
27.38,50.8,2015,3900,Petrol,Limited_Company,Direct_Debit
125.33,219.91,2015,1000,Diesel,Partnership,Direct_Debit
60.33,102.72,2015,800,Diesel,Limited_Company,Direct_Debit
152.24,228.86,2015,1500,Diesel,Limited_Company,Direct_Debit
82.47,131.47,2015,3200,Diesel,Limited_Company,Direct_Debit
13.23,21.32,2015,3000,Diesel,Limited_Company,Direct_Debit
217.33,321.99,2015,4000,Diesel,Limited_Company,Direct_Debit
169.4,266.59,2015,1500,Diesel,Limited_Company,Direct_Debit
37.29,54.5,2015,400,Diesel,Sole_Trader,Direct_Debit
89.21,142,2015,500,Diesel,Limited_Company,Direct_Debit
60.02,93.98,2015,500,Petrol,Partnership,Direct_Debit
50.34,79.83,2016,2000,Diesel,Limited_Company,Direct_Debit
57.81,84.49,2016,3000,Diesel,Limited_Company,Direct_Debit
273.67,414.77,2016,1200,Diesel,Partnership,Direct_Debit
218.44,318.84,2016,1500,Diesel,Limited_Company,Direct_Debit
70,100.02,2016,2000,Diesel,Partnership,Direct_Debit
57.04,87.29,2016,1000,Diesel,Limited_Company,Direct_Debit
237.19,337.66,2016,2500,Diesel,Limited_Company,Direct_Debit
77.83,123.09,2016,1500,Diesel,Limited_Company,Direct_Debit
53.93,82.43,2016,500,Diesel,Limited_Company,Direct_Debit
45.29,73.6,2016,425,Petrol,Limited_Company,Direct_Debit
60.03,91.02,2016,500,Diesel,Limited_Company,Direct_Debit
54.68,99.23,2016,1800,Diesel,Limited_Company,Direct_Debit
49.24,76.64,2016,400,Diesel,Limited_Company,Direct_Debit
41.74,77.01,2016,500,Petrol,Sole_Trader,Direct_Debit
45.06,66.65,2016,500,Petrol,Limited_Company,Direct_Debit
97.97,153.42,2016,2000,Petrol,Limited_Company,Direct_Debit
54,99.53,2016,1400,Diesel,Limited_Company,Direct_Debit
61.99,97.01,2016,700,Diesel,Limited_Company,Direct_Debit
117.74,216.43,2016,2000,Diesel,Limited_Company,Direct_Debit
33.89,49.11,2016,1000,Petrol,Limited_Company,Direct_Debit
5.72,8.33,2016,2000,Petrol,Limited_Company,Direct_Debit
50.55,77.69,2016,2000,Diesel,Limited_Company,Direct_Debit
114.07,180.61,2016,3000,Diesel,Limited_Company,Direct_Debit
21.2,34.32,2016,500,Diesel,Limited_Company,Direct_Debit
109.64,174.57,2016,1000,Diesel,Sole_Trader,Direct_Debit
101.8,185.16,2016,1000,Diesel,Limited_Company,Direct_Debit
147.19,275.98,2016,400,Diesel,Limited_Company,Direct_Debit
43,81.92,2016,500,Diesel,Limited_Company,Direct_Debit
125.19,213.23,2016,4000,Petrol,Limited_Company,Direct_Debit
58.95,92.8,2016,1800,Diesel,Limited_Company,Direct_Debit
65.77,95.45,2016,650,Diesel,Limited_Company,Direct_Debit
52.76,97.52,2016,500,Petrol,Limited_Company,Direct_Debit
113.75,184,2016,1000,Diesel,Limited_Company,Direct_Debit
75.62,114.3,2016,400,Diesel,Sole_Trader,Direct_Debit
63.01,113.37,2016,770,Petrol,Limited_Company,Direct_Debit
301.6,498.93,2016,2000,Diesel,Limited_Company,Direct_Debit
65.07,99.17,2016,500,Diesel,Limited_Company,Direct_Debit
223.48,338.1,2016,4500,Diesel,Limited_Company,Direct_Debit
11.31,15.89,2016,1000,Diesel,Sole_Trader,Direct_Debit
43.85,69.78,2016,400,Diesel,Limited_Company,Direct_Debit
131.37,208.67,2016,1500,Diesel,Limited_Company,Direct_Debit
182.07,322.94,2016,2500,Diesel,Limited_Company,Direct_Debit
54,106.12,2016,500,Petrol,Limited_Company,Direct_Debit
21.29,32.54,2016,500,Diesel,Sole_Trader,Direct_Debit
15.64,24.2,2017,2000,Petrol,Limited_Company,Direct_Debit
65.48,140.46,2017,3100,Diesel,Limited_Company,Direct_Debit
57.64,89.18,2017,1250,Petrol,Limited_Company,Direct_Debit
55.03,85.52,2017,1200,Diesel,Sole_Trader,Direct_Debit
44.65,69.08,2017,400,Petrol,Limited_Company,Direct_Debit
44.19,80.2,2017,1000,Diesel,Limited_Company,Direct_Debit
62.94,95.39,2017,2400,Petrol,Limited_Company,Direct_Debit
178,308.05,2017,4500,Diesel,Limited_Company,Direct_Debit
67.85,114.97,2017,450,Diesel,Limited_Company,Direct_Debit
51.34,94.18,2017,1100,Petrol,Limited_Company,Direct_Debit
119.74,177.85,2017,2700,Diesel,Partnership,Direct_Debit
115.98,183.14,2017,500,Diesel,Limited_Company,Direct_Debit
85.74,151.32,2017,4300,Diesel,Limited_Company,Direct_Debit
33.38,51.65,2017,500,Petrol,Limited_Company,Direct_Debit
62.6,115.35,2017,1700,Petrol,Limited_Company,Direct_Debit
70.11,105.86,2017,1000,Diesel,Limited_Company,Direct_Debit
53.32,99.77,2017,1200,Diesel,Limited_Company,Direct_Debit
44.41,69.04,2017,500,Diesel,Limited_Company,Direct_Debit
35.85,57.44,2017,400,Diesel,Limited_Company,Direct_Debit
186.51,302.71,2017,2000,Diesel,Limited_Company,Direct_Debit
47,66.91,2017,1000,Diesel,Limited_Company,Direct_Debit
47.88,84.06,2017,1500,Diesel,Limited_Company,Direct_Debit
23.14,32.41,2017,500,Petrol,Limited_Company,Direct_Debit
126.73,188.59,2017,3300,Diesel,Limited_Company,Direct_Debit
54.12,87.12,2017,400,Diesel,Limited_Company,Direct_Debit
81.45,157.61,2017,500,Diesel,Limited_Company,Direct_Debit
34.99,54.02,2017,1250,Diesel,Limited_Company,Direct_Debit
122.07,250.92,2017,2000,Petrol,Limited_Company,Direct_Debit
136.5,253.58,2017,1000,Petrol,Limited_Company,Direct_Debit
46.15,80.84,2017,2500,Diesel,Limited_Company,Direct_Debit
54.82,94.11,2017,600,Diesel,Limited_Company,Direct_Debit
133.94,246.97,2017,1500,Diesel,Limited_Company,Direct_Debit
39.48,63.21,2017,1250,Diesel,Limited_Company,Direct_Debit
400,569.44,2017,1500,Diesel,Partnership,Direct_Debit
67.22,108.86,2017,2000,Diesel,Limited_Company,Direct_Debit
21.08,32,2017,1100,Diesel,Limited_Company,Direct_Debit
44.19,84.62,2017,500,Diesel,Sole_Trader,Direct_Debit
335,483.37,2017,2000,Diesel,Sole_Trader,Direct_Debit
92.5,141.96,2017,1000,Diesel,Sole_Trader,Direct_Debit
59.56,85.12,2017,550,Diesel,Limited_Company,Direct_Debit
400.76,641.26,2017,4500,Diesel,Limited_Company,Direct_Debit
60.78,104.4,2017,900,Diesel,Limited_Company,Direct_Debit
44.02,67.73,2017,400,Diesel,Limited_Company,Direct_Debit
53.73,82.64,2017,2000,Petrol,Limited_Company,Direct_Debit
52.87,87.59,2017,500,Diesel,Limited_Company,Direct_Debit
59.2,100.49,2017,1000,Diesel,Limited_Company,Direct_Debit
103.09,164.74,2017,2600,Diesel,Limited_Company,Direct_Debit
91.52,169.37,2017,800,Diesel,Limited_Company,Direct_Debit
65.86,103.56,2017,2000,Diesel,Limited_Company,Direct_Debit
60.41,113.78,2017,2000,Diesel,Limited_Company,Direct_Debit
32.39,50.38,2017,400,Diesel,Limited_Company,Direct_Debit
77.8,116.38,2017,1200,Petrol,Limited_Company,Direct_Debit
181.29,311.59,2017,2000,Diesel,Limited_Company,Direct_Debit
162.34,236.79,2017,1200,Petrol,Limited_Company,Direct_Debit
48.28,72.81,2017,800,Diesel,Limited_Company,Direct_Debit
72.18,116.82,2017,500,Petrol,Limited_Company,Direct_Debit
85.19,149.94,2017,1000,Diesel,Sole_Trader,Direct_Debit
39.93,63.52,2017,1000,Diesel,Limited_Company,Direct_Debit
65.23,103.17,2017,500,Diesel,Limited_Company,Direct_Debit
38.49,59.31,2017,2500,Diesel,Limited_Company,Direct_Debit
139.34,215.48,2017,1000,Diesel,Limited_Company,Direct_Debit
25.59,43.15,2017,800,Diesel,Limited_Company,Direct_Debit
33.97,57.28,2017,1500,Diesel,Limited_Company,Direct_Debit
52.19,74.02,2017,500,Diesel,Limited_Company,Direct_Debit
45.4,83.28,2017,1300,Diesel,Limited_Company,Direct_Debit
47.72,76,2017,1500,Diesel,Limited_Company,Direct_Debit
65.43,123.35,2017,700,Diesel,Partnership,Direct_Debit
44.47,66.12,2017,1500,Diesel,Limited_Company,Direct_Debit
